Gene Name,Accession,EntrezGeneID,Description,MitoCarta2_List,Matrix,IMS,"Log2-AVE: Abundance: F2: 126, Sample, High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 126, Sample, High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 127C, Sample, NR High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 127C, Sample, NR High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 127N, Sample, High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 127N, Sample, High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 128C, Sample, High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 128C, Sample, High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 128N, Sample, NR High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 128N, Sample, NR High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 129C, Sample, NR High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 129C, Sample, NR High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 129N, Sample, High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 129N, Sample, High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 130C, Sample, High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 130C, Sample, High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 130N, Sample, NR High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 130N, Sample, NR High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 131, Sample, NR High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 131, Sample, NR High Fat (Diet), Input (Fraction)",NR+HFD/HFD Protein Expression Log2FC,NR+HFD/HFD Protein Expression pvalue,NR+HFD/HFD Protein Expression p_adjusted
Ttr,P07309,22139.0,Transthyretin OS=Mus musculus OX=10090 GN=Ttr PE=1 SV=1,False,False,False,0.10831608337477583,-0.03464262142787433,-0.0096340621131219,0.03600653268016174,0.31708097052642437,-0.16238364941682804,-0.056903871673833706,0.2611515942649625,-0.27035385313116755,-0.18863712308351133,-0.13557451061318027,0.28128274164700273,0.9531211440401544
Ndufs6,P52503,407785.0,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs6 PE=1 SV=2",True,True,False,0.034282257586585985,0.06988683750907221,-0.03361177888436728,-0.07965011881380413,-0.004616594557575127,-0.1512857703683661,-0.1750665072257256,0.025697313802696797,0.1258091748127157,0.18855518613876754,0.09133953341384568,0.22881701638533247,0.9531211440401544
,A0A140LHH8,,,False,False,False,,,,,,,,,,,,,
Ank1,Q02357-7,11733.0,Isoform Mu7 of Ankyrin-1 OS=Mus musculus OX=10090 GN=Ank1,False,False,False,-0.2073798606372268,-0.10805246119035772,0.11265511893180058,0.11015446185970745,-0.20033111413799176,0.16722584738436375,0.057638165863174606,0.1459795086427782,-0.10868183210550786,0.030792165389252446,-0.08761895786409504,0.36407319417627504,0.9531211440401544
Pter,Q60866,19212.0,Phosphotriesterase-related protein OS=Mus musculus OX=10090 GN=Pter PE=1 SV=1,False,False,False,0.05459786094085217,0.011604819287908796,-0.010469875991008237,0.056898076912789364,-0.03687960472119123,-0.02041625344751985,0.0581504750803532,-0.034435622378479636,0.0028222793249366163,-0.0818721550086483,-0.049896365825804166,0.08898218009817234,0.9531211440401544
Cct5,P80316,12465.0,T-complex protein 1 subunit epsilon OS=Mus musculus OX=10090 GN=Cct5 PE=1 SV=1,False,False,False,-0.04477646578018479,-0.041322358403993675,0.023513444008827378,0.09862274702880391,-0.06743505011655948,0.006581302013744406,-0.008175594533843977,0.015861401406937148,-0.0684251041453372,0.08555567852161339,-0.034018212852214444,0.3899042741965195,0.9531211440401544
Phkg1,P07934,18682.0,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform OS=Mus musculus OX=10090 GN=Phkg1 PE=1 SV=3",False,False,False,-0.052055007983389245,-0.04739912920599032,0.042373748713671944,-0.02058976716828198,-0.013558721665614115,0.09702038285307069,-0.08310778085602699,0.0012241893272566529,0.013159602571073847,0.0629324834142082,0.04486184718670358,0.22044349426987647,0.9531211440401544
Ndufb7,Q9CR61,66916.0,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Mus musculus OX=10090 GN=Ndufb7 PE=1 SV=3,True,True,True,0.02202137399062387,0.08157754443930543,-0.027132606900153178,-0.11166613210413523,-0.07428436828221585,-0.10091600789096944,-0.10174398383957595,0.02658601862873411,0.08058940436210271,0.20496875759629418,0.07677413208980469,0.2617963349302211,0.9531211440401544
Myoz2,Q9JJW5,59006.0,Myozenin-2 OS=Mus musculus OX=10090 GN=Myoz2 PE=1 SV=1,False,False,False,0.24363033650801924,0.06881208840252206,-0.21147970794309678,0.32392626372832645,0.16035156049113475,-0.741850915721189,-0.22989956284252244,-0.016319888404908056,0.26496852545948535,0.13786130032222133,-0.04394297641832878,0.8433895521339279,0.972156922917728
Gpd1l,Q3ULJ0,333433.0,Glycerol-3-phosphate dehydrogenase 1-like protein OS=Mus musculus OX=10090 GN=Gpd1l PE=1 SV=2,False,False,False,-0.1424765735710487,-0.08018359057180646,-0.02387234715576625,-0.10424693781463112,-0.006817978753039355,-0.007145150907064135,0.0042567159585615855,-0.05113145084807513,0.20280140723943596,0.20881590642343362,0.12698823737238385,0.08775824388571189,0.9531211440401544
Mapk12,O08911,29857.0,Mitogen-activated protein kinase 12 OS=Mus musculus OX=10090 GN=Mapk12 PE=1 SV=1,False,False,False,0.08767804927624034,-0.04141605026242168,0.010180281720424844,0.004242072395516772,-0.009390535100228803,0.018484462169414684,0.047370071012942105,-0.01630540765418864,-0.03313486761327411,-0.06770807594445394,-0.05326602670037985,0.053237879012378135,0.9531211440401544
Mbp,P04370-4,17196.0,Isoform 4 of Myelin basic protein OS=Mus musculus OX=10090 GN=Mbp,False,False,False,0.09602443544793715,0.36475641136105885,-0.16631164315863423,0.19969988992919596,0.4884763188960477,0.44859379660893417,-0.041333825903979715,-0.29719634895762415,-0.10311705878445743,-0.989591975438473,0.08364699705724306,0.7822258353791746,0.9684597410402442
Pgp,Q8CHP8,67078.0,Glycerol-3-phosphate phosphatase OS=Mus musculus OX=10090 GN=Pgp PE=1 SV=1,False,False,False,-0.08751778663737753,-0.01951079244411069,-0.014052112295795283,-0.05820474860647096,0.011637251540156157,-0.03629014594581648,-0.04647431715749484,0.05783886165430552,0.07531285233760521,0.11726093755499889,0.059364041217133234,0.15884584055182172,0.9531211440401544
Ktn1,A0A087WQ25,16709.0,Kinectin OS=Mus musculus OX=10090 GN=Ktn1 PE=1 SV=1,False,False,False,0.014691904607559536,0.027143623695350172,-0.0743615606155057,0.07924480078867369,0.029735854509771897,0.057416014354190636,0.10260199955521365,-0.03879568355960572,-0.10845866251646186,-0.08921829081919164,-0.033352584310535255,0.5060972455554811,0.9531211440401544
Psmb1,O09061,19170.0,Proteasome subunit beta type-1 OS=Mus musculus OX=10090 GN=Psmb1 PE=1 SV=1,False,False,False,-0.0038421529215799666,-0.0792968196769781,0.02220564833811345,-0.028062560941442882,-0.030957273160728604,0.058227977583545254,0.02781010417678509,0.025599162861565716,-0.032631434655373326,0.040947348396112915,-0.017484080605372654,0.5454233764439127,0.958652782542839
Ppif,Q99KR7,105675.0,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Mus musculus OX=10090 GN=Ppif PE=1 SV=1",True,True,False,0.021791956756979758,0.04861760853543018,0.01366250871597785,-0.1001982802789243,-0.1628817026918874,-0.28684783745443454,-0.13002983599682416,0.1586241496506151,0.20185724428641905,0.23540418847664135,0.014459800460868876,0.9021341886060968,0.9801043450511265
Spag9,Q58A65,70834.0,C-Jun-amino-terminal kinase-interacting protein 4 OS=Mus musculus OX=10090 GN=Spag9 PE=1 SV=2,False,False,False,-0.15412704565305813,-0.1805789247438696,-0.16648402853219935,0.024178304483384316,-0.008389761341780044,0.03094667550797947,0.19091901682680756,0.14067153147903966,-0.055060066810347585,0.17792429878404725,-0.014063111441588914,0.8845847363128824,0.9786133855168808
Ndufb9,Q9CQJ8,66218.0,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Mus musculus OX=10090 GN=Ndufb9 PE=1 SV=3,True,True,True,0.024324295438585608,0.03552964931732383,-0.03235802058111581,-0.024400375813563357,-0.03002777772110221,-0.19263498175898164,-0.11338032408796472,0.026611482861095936,0.14192621216219514,0.16440984018353966,0.04768117687318743,0.5119675948557781,0.9540372449145557
Rpl24,Q8BP67,68193.0,60S ribosomal protein L24 OS=Mus musculus OX=10090 GN=Rpl24 PE=1 SV=2,False,False,False,0.010000068223247283,0.018730414289040098,0.04875379246431777,0.0583982478385181,0.024857393636168013,0.02893955122289249,0.08426788584687372,-0.10242996183951014,-0.1357624931139636,-0.035754898567589066,-0.039596013013379755,0.40773586148029983,0.9531211440401544
Hdgf,P51859,15191.0,Hepatoma-derived growth factor OS=Mus musculus OX=10090 GN=Hdgf PE=1 SV=2,False,False,False,0.022251195288260917,-0.10488705008462507,-0.0620117117027883,0.006304170169002532,0.15480909721547143,0.06455375446722122,-0.063916253831942,-0.023636200361791815,0.0664558481177897,-0.05992284927659153,0.04840352017570489,0.3627594250728775,0.9531211440401544
Samm50,Q8BGH2,68653.0,Sorting and assembly machinery component 50 homolog OS=Mus musculus OX=10090 GN=Samm50 PE=1 SV=1,True,True,True,0.08773623784661133,0.029120503011068166,0.0845291379560944,-0.11024856566847951,0.15823851902947617,-0.21574201515561775,-0.09529179096598206,-0.0919211179809416,-0.018699760997249015,0.17227885292504652,0.050078439525084305,0.5670029293841379,0.958652782542839
,D3YVS1,,,False,False,False,-0.22108990686979269,-0.09106377469953841,-0.012833547376345678,0.05051903488400278,-0.16632977022695616,0.0841299732037264,-0.1868575689504519,0.21534243874062753,0.25342011399523656,0.07476300729948449,0.061967819828782564,0.584132028665858,0.958652782542839
Cbr1,P48758,12408.0,Carbonyl reductase [NADPH] 1 OS=Mus musculus OX=10090 GN=Cbr1 PE=1 SV=3,False,False,False,0.040602706013347145,0.003931476150743407,0.008707149500351008,-0.08556378708119183,-0.03342480903366152,0.03446504849170573,0.029052133935465463,-0.0015724610506158143,0.02409794910720464,-0.020295406033350005,0.0035097034730572573,0.8946089541990161,0.9790877796422229
Dbt,P53395,13171.0,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dbt PE=1 SV=2",True,True,False,0.043877927591832844,0.02461527475861125,-0.0006978200872911344,-0.0028914455811239748,-0.0576905566968513,-0.09863671590545309,-0.060125581551062623,-0.029427581291647797,0.031082321729282825,0.1498941770337172,0.019705800367719916,0.6804519934743736,0.958652782542839
,E0CYV9,102634333.0,Uncharacterized protein C4orf54 homolog OS=Mus musculus OX=10090 PE=1 SV=1,False,False,False,-0.0415288014455335,0.012926783776245898,0.028306444316568147,-0.05657664238829163,-0.01118259031932034,0.027995397721950255,-0.003592623475299206,0.036765508506173106,0.022670626691736473,-0.015784103384239856,0.014650445794551104,0.4948656114955605,0.9531211440401544
Tppp3,Q9CRB6,67971.0,Tubulin polymerization-promoting protein family member 3 OS=Mus musculus OX=10090 GN=Tppp3 PE=1 SV=1,False,False,False,-0.03034340277153369,-0.141272153477356,-0.08304965850723356,0.11798964202322715,0.27846503458315297,-0.16778758930574433,-0.18351762827775175,0.04947241292316029,-0.09694225539645984,0.2569855982065423,0.05177945384405333,0.6570352973342357,0.958652782542839
Tpt1,P63028,22070.0,Translationally-controlled tumor protein OS=Mus musculus OX=10090 GN=Tpt1 PE=1 SV=1,False,False,False,-0.1365696233310203,-0.04428377707366771,0.04744670879279056,-0.06854173931866647,-0.08258945355149372,0.022561539652455664,-0.06462172278509826,0.061228290390126006,0.16627826552738334,0.09909151169718022,0.06442323450074525,0.3075913385897962,0.9531211440401544
Idh1,O88844,15926.0,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Mus musculus OX=10090 GN=Idh1 PE=1 SV=2,True,False,False,-0.045982016343268484,0.04408469503396084,-0.02153165269413293,0.03743794692964464,-0.05790740125291016,-0.1541106662606051,-0.0940255584549945,0.28054412771449044,0.013549979458888473,-0.0020594541310767767,-0.06257713886069638,0.42524942921829645,0.9531211440401544
Rps19,Q9CZX8,20085.0,40S ribosomal protein S19 OS=Mus musculus OX=10090 GN=Rps19 PE=1 SV=3,False,False,False,-0.10736824655925759,-0.056805279453717716,-0.002291518918497104,-0.03581404429423429,-0.04216191651313039,-0.01699482134638508,-0.06792102133632305,0.11522614146630694,0.11081791422263443,0.10331279273260208,0.03926747585680168,0.47579722212884434,0.9531211440401544
Ywhaz,P63101,22631.0,14-3-3 protein zeta/delta OS=Mus musculus OX=10090 GN=Ywhaz PE=1 SV=1,False,False,False,-0.0629496967164016,-0.06608039247525,-0.04224511925330354,0.04050759554734995,0.09817467967176974,0.035109995585216325,0.02578724031069335,0.008171072692912063,-0.04443249848592856,0.007957123122940502,0.012291562967499559,0.7371543788366555,0.963643665376629
Ppp3ca,P63328,19055.0,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Mus musculus OX=10090 GN=Ppp3ca PE=1 SV=1,False,False,False,-0.10818726293209302,-0.12472255585015013,0.07297188753758022,0.0451310363178532,-0.08184361580517141,-0.027831673641397714,0.007005743129727904,0.08314999099514608,0.05614188619557403,0.07818456405292373,-0.040028558019287175,0.4644946547628157,0.9531211440401544
Mapre3,Q6PER3,100732.0,Microtubule-associated protein RP/EB family member 3 OS=Mus musculus OX=10090 GN=Mapre3 PE=1 SV=1,False,False,False,-0.12481263893791628,-0.012627846679482246,0.005157602232639391,0.04407307895940349,-0.008977684745376635,0.05926175073656381,0.010913854897051323,-0.00936545162478808,0.02537777562270449,0.010999559539207837,0.029613421789445482,0.37733175359404025,0.9531211440401544
Oxsr1,Q6P9R2,108737.0,Serine/threonine-protein kinase OSR1 OS=Mus musculus OX=10090 GN=Oxsr1 PE=1 SV=1,False,False,False,0.019507713057540954,0.018113739353395886,-0.026904405431091405,0.046134895998447334,-0.1133706325581727,-0.02116350232047637,0.08308950193623232,-0.025351720005451384,-0.05527156455612747,0.07521597452570639,-0.038590394222270424,0.34361889898013753,0.9531211440401544
Mccc1,Q99MR8,72039.0,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Mccc1 PE=1 SV=2",True,False,False,0.015864343838472905,-0.020519618371125148,-0.0058001982504336524,0.03683107102792604,-0.07278141047065034,-0.1217102937680199,-0.09295520378367783,0.05386596650449782,0.02812844220652444,0.17907690106648033,-0.0031223917347151797,0.9581601993525687,0.9928669944407973
Aimp2,Q8R010,231872.0,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Mus musculus OX=10090 GN=Aimp2 PE=1 SV=2,False,False,False,-0.08113432298577017,-0.03380511201803671,0.04147219253718326,0.10139908925297014,-0.028479036107469824,-0.02544636439288439,0.03306556868602328,0.06414807071582906,-0.04499739457878427,-0.02622269110907638,-0.06358023928249742,0.07304257874764053,0.9531211440401544
Rpl10a,Q5XJF6,19896.0,Ribosomal protein OS=Mus musculus OX=10090 GN=Rpl10a PE=1 SV=1,True,False,False,-0.10129545051161948,-0.06313445453356792,-0.02259755059211699,-0.019514247217227165,0.015518008408026418,-0.027965143852165752,-0.05712190550110208,0.06417013656832005,0.09858321386224134,0.11335739336924178,0.05454360690150431,0.24997704573996013,0.9531211440401544
Ppp1ca,P62137,19045.0,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Mus musculus OX=10090 GN=Ppp1ca PE=1 SV=1,False,False,False,-0.10385753376771767,-0.2075254184117492,0.07692883330403522,-0.06296445128249761,0.01355899754209755,-0.03519368004478718,-0.07886111162469778,-0.07837312324668311,0.2719577673465121,0.20432972018549567,0.09885095464702598,0.3133093457157569,0.9531211440401544
Ctsb,P10605,13030.0,Cathepsin B OS=Mus musculus OX=10090 GN=Ctsb PE=1 SV=2,False,False,False,0.02930695251390425,-0.044508548347842236,-0.07869216866949813,-0.025862031663722362,-0.011941211858678358,0.04068503361743936,0.06361976161652727,0.08198289933162606,-0.10085635275277305,0.046265666213004764,-0.028142165251537322,0.5055211269491855,0.9531211440401544
Sqor,Q9R112,59010.0,"Sulfide:quinone oxidoreductase, mitochondrial OS=Mus musculus OX=10090 GN=Sqor PE=1 SV=3",True,False,False,-0.045586158841462776,-0.051124010155071176,-0.03043986105031493,0.04120345990036256,-0.022046808035110388,0.01811796968541657,-0.018042420232420753,0.11117931654987956,-0.07908603803326208,0.07582455021199586,-0.023325734530414977,0.5726744985351384,0.958652782542839
Pdcd5,P56812,100042424.0,Programmed cell death protein 5 OS=Mus musculus OX=10090 GN=Pdcd5 PE=1 SV=3,False,False,False,0.12832871334055795,0.06957058544249684,0.007675635476443787,0.09661437236298198,0.06481767114109616,0.061969925633366785,0.1513947281419128,-0.1109270394020001,-0.28792242982440186,-0.18152216231245966,-0.10923456396795964,0.2567303265768276,0.9531211440401544
Map7d1,A2AJI0,245877.0,MAP7 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Map7d1 PE=1 SV=1,False,False,False,-0.17718797885712068,-0.15513477409793008,0.008467293984415036,0.08685044232634365,-0.04452767244327305,0.09182354745415555,-0.035332524676084276,0.3475927268002863,-0.2329000889897932,0.11034902849900341,-0.09215598383113549,0.4253211428943411,0.9531211440401544
Psmc1,P62192,19179.0,26S proteasome regulatory subunit 4 OS=Mus musculus OX=10090 GN=Psmc1 PE=1 SV=1,False,False,False,-0.01121975232628003,-0.044666486622706,-0.0004781649724741044,-0.031834750261733546,-0.03982683972284029,0.08479887645119533,0.03545054009205195,-0.020045618636739704,-0.010785642359435244,0.03860783835894921,0.011251098442067686,0.6906276142330343,0.958652782542839
Mbp,P04370-11,17196.0,Isoform 11 of Myelin basic protein OS=Mus musculus OX=10090 GN=Mbp,False,False,False,0.0871951164046294,0.4229294929159373,-0.1517352238228824,0.24929845058869926,0.35451025869655073,0.5326220462907516,0.030979820504435374,-0.4358950231865677,-0.26566465894857316,-0.8242402794429822,0.08806274380467408,0.7636747737788311,0.963643665376629
Fgg,Q8VCM7,99571.0,Fibrinogen gamma chain OS=Mus musculus OX=10090 GN=Fgg PE=1 SV=1,False,False,False,-0.0924034702646157,0.18032779826297585,-0.2258736309018765,0.10219992896329622,0.03758902178158863,-0.1253471239560202,-0.1258298004439542,0.24115952035378108,0.07748392162409878,-0.06930616541926327,0.04029898091734978,0.6977831336686373,0.958652782542839
Ppp1r7,Q3UM45,66385.0,Protein phosphatase 1 regulatory subunit 7 OS=Mus musculus OX=10090 GN=Ppp1r7 PE=1 SV=2,False,False,False,-0.04338083063463927,0.016206974632311244,-0.020806142467119315,0.0839762933338779,0.03432371421794045,-0.016064417269086917,0.11149430880242228,0.0014992327972507269,-0.04378510418455228,-0.12346402922841726,-0.053113144732719414,0.23121259043491876,0.9531211440401544
Ptgr2,Q8VDQ1,77219.0,Prostaglandin reductase 2 OS=Mus musculus OX=10090 GN=Ptgr2 PE=1 SV=2,False,False,False,-0.16885855285002904,0.08991888984414587,-0.11686874403579495,0.011093369155425137,0.016542698135083356,-0.026643479659480107,-0.016048381443701132,0.11298088215058755,0.020020345861839317,0.07786297284193289,0.07108057080940675,0.22416368172051016,0.9531211440401544
Afg3l2,Q8JZQ2,69597.0,AFG3-like protein 2 OS=Mus musculus OX=10090 GN=Afg3l2 PE=1 SV=1,True,True,False,-0.0287834700837184,0.028301557672330446,-0.028558684467453688,-0.06533435788579567,-0.03717899202672825,-0.14186790376171565,-0.09142620250579014,0.08651817407269746,0.09908597357209992,0.17924390541407753,0.05103381634802488,0.4416701104291958,0.9531211440401544
Cdh13,Q9WTR5,12554.0,Cadherin-13 OS=Mus musculus OX=10090 GN=Cdh13 PE=1 SV=2,False,False,False,0.023090418502503596,-0.07921467438239205,-0.03257513162045811,-0.04180581515734616,0.022062589282731082,0.0386625490433854,0.01689012130063894,0.005252699095050772,-0.015095905724306746,0.06273314966017907,0.011659083151841543,0.6885782936609255,0.958652782542839
Bsg,K3W4Q8,12215.0,Basigin OS=Mus musculus OX=10090 GN=Bsg PE=1 SV=1,False,False,False,-0.1100885928779789,-0.12720753965372467,-0.08098835990268327,-0.10072106184993146,-0.16420479624841988,-0.012999340940712756,-0.07827177391616402,0.23784934435612648,0.3268806081004101,0.10975151293307839,0.052888177676252465,0.6466918914251372,0.958652782542839
Pdk2,Q9JK42,18604.0,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial OS=Mus musculus OX=10090 GN=Pdk2 PE=1 SV=2",True,True,False,0.10486387223166815,0.05350449113483258,-0.012091168185616397,-0.030430349925888223,-0.034022557433559086,-0.1891760679020873,-0.08408625427304806,0.025599348747563866,0.09161541315286215,0.07422327245326521,-0.001542179437873159,0.9803274782820753,0.995803867919102
Cyb5r3,Q9DCN2,109754.0,NADH-cytochrome b5 reductase 3 OS=Mus musculus OX=10090 GN=Cyb5r3 PE=1 SV=3,True,False,False,-0.10503499721010456,-0.08053521282447562,-0.047316344085905016,0.0020356174894295975,0.04044118124082985,-0.028136950687924767,-0.03990932221598875,0.1030276673488828,0.028872002322405166,0.12655635862283354,0.03487895146947082,0.49760959025649754,0.9531211440401544
Ablim1,E9Q9C7,226251.0,Actin-binding LIM protein 1 OS=Mus musculus OX=10090 GN=Ablim1 PE=1 SV=1,False,False,False,-0.09898296396506723,-0.030686749729161633,-0.28754489126855454,-0.2718531447927601,0.19614801392765369,-0.04601139320271752,-0.12335067024541235,0.2991267404688793,-0.09897123458666801,0.4621262933938155,0.1930419719211674,0.2306653766551213,0.9531211440401544
,A0A0A6YY53,,,False,False,False,-0.11459493276016808,-0.27857425247143297,-0.42370255590473427,0.37883776309932493,0.23601942584055635,-0.10629103509168836,0.16331826571018127,0.298441142931825,0.21408634696660656,-0.3675401683204651,-0.12091987323057048,0.5473481402573923,0.958652782542839
Nefh,P19246,380684.0,Neurofilament heavy polypeptide OS=Mus musculus OX=10090 GN=Nefh PE=1 SV=3,False,False,False,-0.23526989516065377,0.035286876182974325,-0.07559129139892917,0.09979679273522368,0.14494346693696514,0.20135837613813656,-0.1056218573476615,0.14751000518205615,-0.062225354376001185,-0.15018711889210934,0.06767049839598602,0.49791728729995355,0.9531211440401544
Wdr44,Q6NVE8,72404.0,WD repeat-containing protein 44 OS=Mus musculus OX=10090 GN=Wdr44 PE=1 SV=1,False,False,False,,,,,,,,,,,,,
Epb41,A2A842,269587.0,Protein 4.1 OS=Mus musculus OX=10090 GN=Epb41 PE=1 SV=1,False,False,False,-0.025928390976707405,-0.006954148201142374,0.09536750184346587,0.052333744973102725,-0.018984931471927702,0.05668139097233915,0.0017186507112603167,-0.08657583759178689,-0.08062772014784958,0.012969739889248544,-0.014766267583733316,0.7117938210161072,0.959180834571492
Cdc42,P60766,12540.0,Cell division control protein 42 homolog OS=Mus musculus OX=10090 GN=Cdc42 PE=1 SV=2,False,False,False,-0.0875741431583279,0.003997366620115628,-0.014642344163819487,0.03679613900853518,0.05854802942261372,0.017182303781410724,0.055476533330390154,0.029547858747601907,-0.06462991283517283,-0.03470183075334177,-0.007841617505750874,0.8196580999199417,0.9716562081735359
Col4a1,P02463,12826.0,Collagen alpha-1(IV) chain OS=Mus musculus OX=10090 GN=Col4a1 PE=1 SV=4,False,False,False,0.19774481901484187,0.012869674519675911,-0.17563705083098036,0.17670416389367283,0.12912752632557378,0.02403840328627993,-0.25045176185150275,0.07292478679597103,-0.1839717518620212,-0.0033488092915039402,-0.008513982808799624,0.9373392671861578,0.9882838576579119
Metap2,O08663,56307.0,Methionine aminopeptidase 2 OS=Mus musculus OX=10090 GN=Metap2 PE=1 SV=1,False,False,False,0.005342099197735095,-0.011789858252615915,0.03745870030583376,0.11579231695745484,-0.020735183168902438,0.008885097206380976,0.11087120071826462,-0.14722838830047102,-0.06699429458614681,-0.031601690077543765,-0.04889437155152905,0.3520174348760374,0.9531211440401544
Ubap2l,Q80X50,74383.0,Ubiquitin-associated protein 2-like OS=Mus musculus OX=10090 GN=Ubap2l PE=1 SV=1,False,False,False,0.054206571715129215,-0.06242958063283055,-0.07590259538275923,0.02442128426669754,0.007396308790113437,0.018429498533455657,-0.03126406714481078,0.028700875199909603,-0.038651677304718746,0.07509338195982451,-6.482746166440733e-05,0.9985059185645985,0.9998793602834262
Rtn4,Q99P72-1,68585.0,Isoform C of Reticulon-4 OS=Mus musculus OX=10090 GN=Rtn4,False,False,False,0.1669434570332431,-0.001602285121242275,0.07256331576167874,-0.08499858339245137,0.024872649441139316,0.0731550622531838,0.05451159052760346,-0.07627401859378224,-0.17777758805937616,-0.051393599849991034,-0.05309830453451561,0.4318669639759174,0.9531211440401544
Elob,P62869,67673.0,Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1,False,False,False,0.14716557034813782,0.046154084653617033,-0.03422868284349967,0.04243290627968577,-0.017516956086145896,0.028927125015874466,0.11823335961457282,-0.07344835324931154,-0.16693907402637365,-0.09077997970656249,-0.08006192005983515,0.20506064154725143,0.9531211440401544
Rpl28,P41105,19943.0,60S ribosomal protein L28 OS=Mus musculus OX=10090 GN=Rpl28 PE=1 SV=2,False,False,False,-0.04032041156159316,0.04717266987047708,-0.01792333051260009,0.07595426454062881,0.02254488214020256,0.011656743719386853,0.050614236830449855,-0.046959078884110994,-0.08042985006333225,-0.022310126079512216,-0.008546272165110481,0.803751515539062,0.9684597410402442
Ppa1,Q9D819,67895.0,Inorganic pyrophosphatase OS=Mus musculus OX=10090 GN=Ppa1 PE=1 SV=1,False,False,False,-0.08214946709305515,-0.009524312591974393,-0.0300454820116709,0.05268207129213032,-0.05181360165034832,-0.01652762122230733,0.010740703810109054,0.1007351851287126,0.0006485663378175133,0.025253958000577725,-0.020785204450492145,0.5594089402590294,0.958652782542839
Pa2g4,P50580,18813.0,Proliferation-associated protein 2G4 OS=Mus musculus OX=10090 GN=Pa2g4 PE=1 SV=3,False,False,False,-0.14057034385328215,-0.09657628650230521,-0.029933282396651606,0.030431093304109424,0.04001920919294122,-0.009145858940192042,-0.03752206989291906,0.01390914000402077,-0.001312363687697271,0.23070076277197593,0.06547418513388906,0.3212736067238012,0.9531211440401544
Comp,Q9R0G6,12845.0,Cartilage oligomeric matrix protein OS=Mus musculus OX=10090 GN=Comp PE=1 SV=2,False,False,False,-0.35143571175284727,-0.5554406772835261,-0.44668776248441233,-0.5034193261103992,1.1857108375938141,-0.44265764400926066,-0.23552812237272036,-0.3414236234293293,0.9227868649840323,0.7680951648646461,0.7513978184598828,0.07459313860773947,0.9531211440401544
Dctn1,E9Q3M3,13191.0,Dynactin subunit 1 OS=Mus musculus OX=10090 GN=Dctn1 PE=1 SV=1,False,False,False,-0.15761698733963314,-0.07860615118636893,0.0047746780588742155,-0.01681342922496576,0.06718440290894634,-0.010726314061647813,-0.009385395109871908,0.1061627453331706,0.03044183928457933,0.06458461133692417,0.02915135531297182,0.5770107735953673,0.958652782542839
Anxa7,Q07076,11750.0,Annexin A7 OS=Mus musculus OX=10090 GN=Anxa7 PE=1 SV=2,False,False,False,-0.061921286878021675,-0.0389032366434261,-0.0034096852033780323,-0.03727912509600273,0.06258421907157974,0.010577561303513505,0.003443308178832538,0.044336890193962475,0.07623305663119773,-0.055661701558268106,0.021931959521840835,0.5122997084541729,0.9540372449145557
